Nome prodotto,Macro (lubrificanti / ausiliari per industria),Categoria / Categorie di appartenenza,Sottocategoria / Sottocategorie di appartenenza,Marchio,Descrizione prodotto (facoltativa),Applicazione,Osservazione,Note
Obi T 13,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OBI T 13 è un olio di vaselina tecnico di colore bianco e lieve odore petrolico. Adatto per la lubrificazione di meccanismi di precisione, orologeria, armi e nell'industria tessile. Può essere utilizzato anche come anticrittogamico e plastificante per gomma.",,,
Oso 100   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 100 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 100 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali.",,,
Oso 15   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 15 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 15 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali.",,,
Oso 22   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 22 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 22 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali",,,
Oso 32   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 32 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 32 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali.",,,
Oso 46   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 46 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 46 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali.",,,
Oso 68   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO 68 è un olio idraulico antiusura ad alte prestazioni appositamente sviluppato per soddisfare i più severi requisiti dei produttori di impianti e componenti idraulici. E' formulato con oli base selezionati e con additivi “a basso zinco” in grado di garantire ottime proprietà antiusura,antiruggine ed antiossidanti. E' inoltre caratterizzato da un'eccellente filtrabilità in esercizio. Eni OSO 68 è adatto ad essere impiegato in apparecchiature che richiedono lubrificanti altamente stabili all'ossidazione e con un alto potere lubrificante, permettendo l'uso di un singolo prodotto con ottime caratteristiche prestazionali.",,,
Oso S 46  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO S 46 è un olio idraulico antiusura per i sistemi idraulici particolarmente sensibili alla formazione di depositi. E' formulato con oli base selezionati e con un pacchetto di additivi esente da zinco in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'ottima stabilità ossidativa e da un'eccellente filtrabilità in esercizio. Eni OSO S 46 può essere anche impiegato per la lubrificazione, a bagno o a circolazione d'olio, dei più svariati componenti meccanici quali cuscinetti piani, cuscinetti volventi, manovellismi, giunti ed ingranaggi non caricati.",,,
Oso S 68  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni OSO S 68 è un olio idraulico antiusura per i sistemi idraulici particolarmente sensibili alla formazione di depositi. E' formulato con oli base selezionati e con un pacchetto di additivi esente da zinco in grado di garantire ottime proprietà antiusura, antiruggine ed antiossidanti. E' inoltre caratterizzato da un'ottima stabilità ossidativa e da un'eccellente filtrabilità in esercizio. Eni OSO S 68 può essere anche impiegato per la lubrificazione, a bagno o a circolazione d'olio, dei più svariati componenti meccanici quali cuscinetti piani, cuscinetti volventi, manovellismi, giunti ed ingranaggi non caricati.",,,
Ote 100   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Ote 32   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Ote 32 GT  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Oli per turbine a gas, a vapore e a ciclo combinato",,,
Ote 46   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Ote 46 GT  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Oli per turbine a gas, a vapore e a ciclo combinato",,,
Ote 68   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Ote 80 EP  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Ote GT   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Oli per turbine a gas, a vapore e a ciclo combinato",,,
Ote TC 46  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli per turbine a vapore,,,
Radula 32   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli minerali puri,,,
Radula 46   ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,Oli minerali puri,,,
Ribes White oil 22 ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni Ribes White Oil 22 è un olio bianco medicinale altamente raffinato, incolore, inodore ed insapore. E' particolarmente raccomandato per la lubrificazione di guarnizioni, cuscinetti, guide e nastri trasportatori operanti nell'industria alimentare, laddove è possibile un contatto accidentale con gli alimenti (NSF H1), nell'industria farmaceutica, cosmetica e di produzione di cibo per animali. Eni Ribes White Oil 22 è indicato per applicazioni a diretto contatto con il cibo come agente distaccante per la lubrificazione e la protezione di griglie e teglie di prodotti da forno, di lame e taglieri per il taglio di frutta, verdura e carne, di catene sospese laddove il contatto con gli alimenti risulti inevitabile. Particolarmente indicato per la lubrificazione di sistemi pneumatici.",,,
Ribes White oil 70 ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni Ribes White Oil 70 è un olio bianco medicinale altamente raffinato, incolore, inodore ed insapore. E' particolarmente raccomandato per la lubrificazione di cuscinetti, ingranaggi, catene, guide, mandrini e nastri trasportatori operanti nell'industria alimentare, laddove è possibile un contatto accidentale con gli alimenti (NSF H1), nell'industria farmaceutica, cosmetica e di produzione di cibo per animali. Eni Ribes White Oil 70 è indicato per applicazioni a diretto contatto con il cibo, come agente distaccante per la lubrificazione e la protezione di griglie e teglie di prodotti da forno, di lame e taglieri per frutta, verdura e carne, di catene sospese laddove il contatto con gli alimenti risulti inevitabile.",,,
Turbo 23699 FS  ,Fluidi industriali,Lubrificazione,Olio idraulico,ENI,"Eni Turbo 23699 è un lubrificante ad elevate prestazioni per le turbine a gas industriali e marine di derivazione aeronautica impiegate in severe condizioni operative e che richiedono il superamento della specifica MIL-PRF-23699-STD. E' formulato con basi sintetiche ed additivi in grado di conferire un'eccellente stabilità termica ed ossidativa, nonchè ottime proprietà antiusura. Eni Turbo 23699 è idoneo ad essere impiegato per la lubrificazione delle turbine a gas aeronautiche sia in ambito civile che militare dei seguenti costruttori: Siemens, Allison, Avco-Lycoming, General Electric, Pratt & Whitney, Turbo Power & Marine e Rolls Royce.",,,
Simblum 3/A   ,Fluidi industriali,Trattamenti termici,Base minerale,ENI,"Eni Simblum 3/A e’ un fluido da tempra accelerato ad alta drasticità, formulato con base minerale paraffinica, impiegato nei trattamenti termici a freddo di pezzi di varie dimensioni; particolarmente indicato nella tempra di viti e bulloni. Temperature di impiego: +30°C / +80°C.",,,
Simblum 3/L   ,Fluidi industriali,Trattamenti termici,Base minerale,ENI,"Eni Simblum 3/L è un fluido da tempra a drasticità normale, formulato con base minerale paraffinica, additivi antiossidanti ed agenti emulganti che conferiscono lavabilità al prodotto. Impiegato nei trattamenti termici a freddo di pezzi di varie dimensioni, indicato nella tempra di viti e bulloni quando ne sia richiesta la lavabilità. Temperature di impiego: +30°C / +90°C.",,,
Aster DE,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster DE è un olio da taglio formulato con basi minerali altamente raffinate e con additivi antiusura, EP (Estrema Pressione), antiruggine, antiossidanti ed antinebbia. Non contiene additivi clorurati. Raccomandato per lavorazioni gravose di asportazione di truciolo, per il taglio ingranaggi, per operazioni di maschiatura, di filettatura e di tranciatura. Eni Aster DE è indicato per lavorazioni su acciai legati ed inox, alluminio e leghe, titanio e leghe e metalli gialli.",,,
Aster FP   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster FP è un olio da taglio a base minerale EP senza cloro per operazioni di taglio gravose, particolarmente raccomandato per foratura profonda su acciai legati ed inox, leghe di alluminio e di titanio. L'impiego può essere esteso alla stozzatura veloce di acciai a basso indice di lavorabilità, alla brocciatura a media velocità di taglio di acciai mediamente legati, ad operazioni gravose di tornitura automatica, filettatura, foratura, alesatura ed alla rettifica dei denti degli ingranaggi. Eni Aster FP non è indicato per lavorazioni su rame e metalli gialli.",,,
Aster MM/E   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster MM/E è un olio da taglio intero formulato con olio minerale di alta qualità ed additivi che conferiscono al prodotto elevate caratteristiche antiusura, anticorrosive ed antinebbia. Non contiene additivi clorurati. Eni Aster MM/E è indicato per operazioni di rettifica, anche gravose e per lavorazioni di taglio con asportazione di truciolo non particolarmente gravose quali: tornitura automatica di minuterie metalliche, fresatura, foratura, filettatura, su acciai ad alto indice di lavorabilità, ghisa, alluminio e sue leghe. Raccomandato nelle lavorazioni sul rame e sulle leghe gialle.",,,
Aster MP   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster MP è un olio da taglio intero EP (Estrema Pressione) senza cloro, multifunzionale, indicato per la lavorazione dei metalli e per la lubrificazione delle macchine utensili. Raccomandato per operazioni di taglio mediamente gravose quali: tornitura, fresatura, foratura, filettatura di metalli ferrosi e non ferrosi su macchine automatiche di vario tipo, in particolare dove sussistono problemi di trafilamento dell'olio lubrificante nell'olio da taglio e viceversa. Eni Aster MP può essere impiegato per taglio ingranaggi a creatore su acciai ad alta lavorabilità. Come olio per la lubrificazione delle macchine utensili, è indicato in tutte le applicazioni ove si richieda una gradazione ISO VG 32.",,,
Aster S   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster S è un olio da taglio minerale EP senza cloro per operazioni di taglio gravose quali taglio e sbarbatura ingranaggi, stozzatura, maschiatura, filettatura e brocciatura su acciai legati e inox, leghe di alluminio e di titanio. Non è idoneo per lavorazioni su rame e leghe gialle.",,,
Aster TA/E   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster TA/E è un olio da taglio intero a base minerale senza cloro. Raccomandato per operazioni di rettifica anche gravose (sgrossatura) e di asportazione di truciolo quali: tornitura automatica, fresatura, alesatura, foratura, filettatura, su ghisa, acciai mediamente legati, acciai inossidabili, alluminio e leghe gialle. Eni Aster TA/E può altresì essere utilizzato nelle lavorazioni di taglio ingranaggi con macchine a creatore.",,,
Aster TG   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,"Eni Aster TG è un olio da taglio a base minerale EP (attivo) senza cloro, indicato per operazioni di taglio gravose quali il taglio ingranaggi su macchine utensili di tipo Fellows, Gleason, Pfauter. Il prodotto e’ altresì impiegabile in operazioni di sbarbatura ingranaggi, stozzatura, maschiatura e filettatura su acciai legati ed inox, leghe di alluminio e titanio. Eni Aster TG non è idoneo per lavorazioni su rame e leghe gialle.",,,
Opl 5   ,Fluidi industriali,Oli interi per asportazione truciolo,Base minerale,ENI,Eni OPL 5 è un olio minerale da taglio appositamente formulato per la lappatura e la levigatura di pezzi in metallo ferroso ed in leghe di alluminio. Il prodotto può essere impiegato miscelato con polveri abrasive micronizzate a base di carburi.,,,
Rustia NT   ,Fluidi industriali,Protettivi,Base olio,ENI,"Eni Rustia NT è un protettivo antiruggine a pellicola oleosa studiato appositamente per la protezione di laminati di acciaio a basso tenore di carbonio e di laminati zincati provenienti dal processo di laminazione a freddo quando si richieda assenza di qualsiasi tipo di macchiatura, compresa anche quella causata dalla luce, oltre ad una completa lavabilità. Eni Rustia NT vanta, rispetto ai formulati convenzionali, un forte potenziamento della capacità di proteggere le superfici metalliche anche in presenza di acqua o umidità, come dimostra la prova dewatering eseguita dopo stoccaggio con acqua superata senza alcuna corrosione. Eni Rustia NT è specialmente indicato per la protezione di laminati di acciaio e zincati impiegati dalle industrie automobilistiche e di elettrodomestici e per la protezione di tubi e profilati metallici. In considerazione della bassa viscosità, Eni Rustia NT è adatto ad essere applicato per immersione assicurando bassi consumi specifici; può essere applicato anche mediante rulli, pennello o a spruzzo. Grazie all'elevato potere penetrante, Eni Rustia NT può anche essere impiegato per la protezione di pezzi aventi geometria molto complessa. La sua rimozione può essere fatta con soluzioni detergenti alcaline.",,,
